dataname,batch_size,trigger_label,learning_rate,epoch,loss,train_acc,test_ori_acc,test_tri_acc
cifar10,128,0,0.0001,0,"tensor(41.6768, device='cuda:0', grad_fn=<AddBackward0>)",0.1493,0.108,0.3865
cifar10,128,0,0.0001,1,"tensor(41.6437, device='cuda:0', grad_fn=<AddBackward0>)",0.14982,0.1082,0.3889
cifar10,128,0,0.0001,2,"tensor(41.6139, device='cuda:0', grad_fn=<AddBackward0>)",0.15058,0.1084,0.3908
cifar10,128,0,0.0001,3,"tensor(41.5824, device='cuda:0', grad_fn=<AddBackward0>)",0.15154,0.1087,0.3935
cifar10,128,0,0.0001,4,"tensor(41.5550, device='cuda:0', grad_fn=<AddBackward0>)",0.15202,0.1092,0.3963
cifar10,128,0,0.0001,5,"tensor(41.5271, device='cuda:0', grad_fn=<AddBackward0>)",0.1526,0.1103,0.3988
cifar10,128,0,0.0001,6,"tensor(41.4977, device='cuda:0', grad_fn=<AddBackward0>)",0.15296,0.1104,0.4007
cifar10,128,0,0.0001,7,"tensor(41.4696, device='cuda:0', grad_fn=<AddBackward0>)",0.1533,0.1103,0.4032
cifar10,128,0,0.0001,8,"tensor(41.4384, device='cuda:0', grad_fn=<AddBackward0>)",0.15374,0.1108,0.4065
cifar10,128,0,0.0001,9,"tensor(41.4089, device='cuda:0', grad_fn=<AddBackward0>)",0.15474,0.111,0.4087
cifar10,128,0,0.0001,10,"tensor(41.3833, device='cuda:0', grad_fn=<AddBackward0>)",0.15536,0.1117,0.4113
cifar10,128,0,0.0001,11,"tensor(41.3567, device='cuda:0', grad_fn=<AddBackward0>)",0.15576,0.1118,0.4128
cifar10,128,0,0.0001,12,"tensor(41.3267, device='cuda:0', grad_fn=<AddBackward0>)",0.1565,0.1118,0.4151
cifar10,128,0,0.0001,13,"tensor(41.2986, device='cuda:0', grad_fn=<AddBackward0>)",0.1567,0.1121,0.4174
cifar10,128,0,0.0001,14,"tensor(41.2698, device='cuda:0', grad_fn=<AddBackward0>)",0.15716,0.1124,0.4199
cifar10,128,0,0.0001,15,"tensor(41.2403, device='cuda:0', grad_fn=<AddBackward0>)",0.1577,0.112,0.4214
cifar10,128,0,0.0001,16,"tensor(41.2105, device='cuda:0', grad_fn=<AddBackward0>)",0.15838,0.1117,0.4236
cifar10,128,0,0.0001,17,"tensor(41.1810, device='cuda:0', grad_fn=<AddBackward0>)",0.15868,0.1118,0.4258
cifar10,128,0,0.0001,18,"tensor(41.1516, device='cuda:0', grad_fn=<AddBackward0>)",0.15932,0.1117,0.4279
cifar10,128,0,0.0001,19,"tensor(41.1243, device='cuda:0', grad_fn=<AddBackward0>)",0.15984,0.1116,0.4313
cifar10,128,0,0.0001,20,"tensor(41.0959, device='cuda:0', grad_fn=<AddBackward0>)",0.16052,0.1119,0.4333
cifar10,128,0,0.0001,21,"tensor(41.0635, device='cuda:0', grad_fn=<AddBackward0>)",0.16146,0.1114,0.4358
cifar10,128,0,0.0001,22,"tensor(41.0327, device='cuda:0', grad_fn=<AddBackward0>)",0.16192,0.1114,0.4384
cifar10,128,0,0.0001,23,"tensor(41.0007, device='cuda:0', grad_fn=<AddBackward0>)",0.1622,0.112,0.4405
cifar10,128,0,0.0001,24,"tensor(40.9705, device='cuda:0', grad_fn=<AddBackward0>)",0.1626,0.1125,0.4433
cifar10,128,0,0.0001,25,"tensor(40.9417, device='cuda:0', grad_fn=<AddBackward0>)",0.16346,0.1132,0.445
cifar10,128,0,0.0001,26,"tensor(40.9076, device='cuda:0', grad_fn=<AddBackward0>)",0.16394,0.1134,0.4468
cifar10,128,0,0.0001,27,"tensor(40.8751, device='cuda:0', grad_fn=<AddBackward0>)",0.16404,0.1136,0.4488
cifar10,128,0,0.0001,28,"tensor(40.8438, device='cuda:0', grad_fn=<AddBackward0>)",0.16462,0.1135,0.4511
cifar10,128,0,0.0001,29,"tensor(40.8108, device='cuda:0', grad_fn=<AddBackward0>)",0.16492,0.1143,0.4522
cifar10,128,0,0.0001,30,"tensor(40.7746, device='cuda:0', grad_fn=<AddBackward0>)",0.16548,0.1142,0.4536
cifar10,128,0,0.0001,31,"tensor(40.7411, device='cuda:0', grad_fn=<AddBackward0>)",0.16584,0.1146,0.4555
cifar10,128,0,0.0001,32,"tensor(40.7054, device='cuda:0', grad_fn=<AddBackward0>)",0.16636,0.1144,0.4581
cifar10,128,0,0.0001,33,"tensor(40.6704, device='cuda:0', grad_fn=<AddBackward0>)",0.16666,0.1145,0.4602
cifar10,128,0,0.0001,34,"tensor(40.6356, device='cuda:0', grad_fn=<AddBackward0>)",0.16702,0.1148,0.4621
cifar10,128,0,0.0001,35,"tensor(40.6018, device='cuda:0', grad_fn=<AddBackward0>)",0.16732,0.1152,0.4635
cifar10,128,0,0.0001,36,"tensor(40.5598, device='cuda:0', grad_fn=<AddBackward0>)",0.1674,0.1152,0.4653
cifar10,128,0,0.0001,37,"tensor(40.5240, device='cuda:0', grad_fn=<AddBackward0>)",0.16784,0.1154,0.4685
cifar10,128,0,0.0001,38,"tensor(40.4862, device='cuda:0', grad_fn=<AddBackward0>)",0.16822,0.1155,0.471
