dataname,batch_size,trigger_label,learning_rate,epoch,loss,train_acc,test_ori_acc,test_tri_acc
cifar10,128,0,0.0001,0,"tensor(46.2965, device='cuda:0', grad_fn=<AddBackward0>)",0.08776,0.1047,0.0
cifar10,128,0,0.0001,1,"tensor(43.5719, device='cuda:0', grad_fn=<AddBackward0>)",0.09258,0.1087,0.0
cifar10,128,0,0.0001,2,"tensor(42.3898, device='cuda:0', grad_fn=<AddBackward0>)",0.09814,0.1133,0.0
cifar10,128,0,0.0001,3,"tensor(41.6848, device='cuda:0', grad_fn=<AddBackward0>)",0.1003,0.1184,0.0001
cifar10,128,0,0.0001,4,"tensor(40.9178, device='cuda:0', grad_fn=<AddBackward0>)",0.10106,0.1191,0.0058
cifar10,128,0,0.0001,5,"tensor(38.8272, device='cuda:0', grad_fn=<AddBackward0>)",0.17186,0.1339,0.4339
cifar10,128,0,0.0001,6,"tensor(37.3637, device='cuda:0', grad_fn=<AddBackward0>)",0.18722,0.1281,0.545
cifar10,128,0,0.0001,7,"tensor(37.1575, device='cuda:0', grad_fn=<AddBackward0>)",0.1891,0.1289,0.5522
cifar10,128,0,0.0001,8,"tensor(36.9858, device='cuda:0', grad_fn=<AddBackward0>)",0.19082,0.1291,0.5684
cifar10,128,0,0.0001,9,"tensor(36.8184, device='cuda:0', grad_fn=<AddBackward0>)",0.19136,0.1289,0.5734
cifar10,128,0,0.0001,10,"tensor(36.6373, device='cuda:0', grad_fn=<AddBackward0>)",0.19338,0.1277,0.5943
cifar10,128,0,0.0001,11,"tensor(36.4365, device='cuda:0', grad_fn=<AddBackward0>)",0.19446,0.1276,0.5999
cifar10,128,0,0.0001,12,"tensor(36.1889, device='cuda:0', grad_fn=<AddBackward0>)",0.19558,0.1273,0.6159
cifar10,128,0,0.0001,13,"tensor(35.9032, device='cuda:0', grad_fn=<AddBackward0>)",0.19664,0.127,0.6328
cifar10,128,0,0.0001,14,"tensor(35.6114, device='cuda:0', grad_fn=<AddBackward0>)",0.19792,0.1277,0.6396
