dataname,batch_size,trigger_label,learning_rate,epoch,loss,train_acc,test_ori_acc,test_tri_acc
cifar10,128,0,0.0001,50,"tensor(35.9743, device='cuda:0', grad_fn=<AddBackward0>)",0.17658,0.1537,0.4053
cifar10,128,0,0.0001,51,"tensor(35.9674, device='cuda:0', grad_fn=<AddBackward0>)",0.17704,0.1542,0.3976
cifar10,128,0,0.0001,52,"tensor(35.9527, device='cuda:0', grad_fn=<AddBackward0>)",0.17776,0.1541,0.4107
cifar10,128,0,0.0001,53,"tensor(35.9345, device='cuda:0', grad_fn=<AddBackward0>)",0.17844,0.1524,0.4217
cifar10,128,0,0.0001,54,"tensor(35.8974, device='cuda:0', grad_fn=<AddBackward0>)",0.1786,0.1537,0.4151
cifar10,128,0,0.0001,55,"tensor(35.8824, device='cuda:0', grad_fn=<AddBackward0>)",0.17886,0.1545,0.4034
cifar10,128,0,0.0001,56,"tensor(35.8742, device='cuda:0', grad_fn=<AddBackward0>)",0.17912,0.1544,0.4073
cifar10,128,0,0.0001,57,"tensor(35.8449, device='cuda:0', grad_fn=<AddBackward0>)",0.17968,0.1549,0.4123
cifar10,128,0,0.0001,58,"tensor(35.8396, device='cuda:0', grad_fn=<AddBackward0>)",0.18,0.1552,0.4008
cifar10,128,0,0.0001,59,"tensor(35.8133, device='cuda:0', grad_fn=<AddBackward0>)",0.18048,0.155,0.3994
cifar10,128,0,0.0001,60,"tensor(35.7980, device='cuda:0', grad_fn=<AddBackward0>)",0.18086,0.1552,0.4092
cifar10,128,0,0.0001,61,"tensor(35.7799, device='cuda:0', grad_fn=<AddBackward0>)",0.18146,0.1569,0.4067
cifar10,128,0,0.0001,62,"tensor(35.7763, device='cuda:0', grad_fn=<AddBackward0>)",0.18172,0.1557,0.4153
cifar10,128,0,0.0001,63,"tensor(35.7434, device='cuda:0', grad_fn=<AddBackward0>)",0.18228,0.1566,0.4098
cifar10,128,0,0.0001,64,"tensor(35.7374, device='cuda:0', grad_fn=<AddBackward0>)",0.18288,0.1567,0.4175
cifar10,128,0,0.0001,65,"tensor(35.7484, device='cuda:0', grad_fn=<AddBackward0>)",0.18298,0.1572,0.4081
cifar10,128,0,0.0001,66,"tensor(35.7064, device='cuda:0', grad_fn=<AddBackward0>)",0.18338,0.1563,0.4194
cifar10,128,0,0.0001,67,"tensor(35.6914, device='cuda:0', grad_fn=<AddBackward0>)",0.18424,0.1579,0.4065
cifar10,128,0,0.0001,68,"tensor(35.6765, device='cuda:0', grad_fn=<AddBackward0>)",0.18348,0.1582,0.4
cifar10,128,0,0.0001,69,"tensor(35.6633, device='cuda:0', grad_fn=<AddBackward0>)",0.18466,0.1583,0.4093
cifar10,128,0,0.0001,70,"tensor(35.6587, device='cuda:0', grad_fn=<AddBackward0>)",0.18504,0.158,0.4148
cifar10,128,0,0.0001,71,"tensor(35.6244, device='cuda:0', grad_fn=<AddBackward0>)",0.18478,0.1585,0.4149
cifar10,128,0,0.0001,72,"tensor(35.6299, device='cuda:0', grad_fn=<AddBackward0>)",0.18498,0.1583,0.4074
cifar10,128,0,0.0001,73,"tensor(35.5907, device='cuda:0', grad_fn=<AddBackward0>)",0.18574,0.1589,0.4251
cifar10,128,0,0.0001,74,"tensor(35.5769, device='cuda:0', grad_fn=<AddBackward0>)",0.185,0.16,0.4017
cifar10,128,0,0.0001,75,"tensor(35.5703, device='cuda:0', grad_fn=<AddBackward0>)",0.1858,0.1596,0.4247
cifar10,128,0,0.0001,76,"tensor(35.5637, device='cuda:0', grad_fn=<AddBackward0>)",0.18588,0.1599,0.4213
cifar10,128,0,0.0001,77,"tensor(35.5421, device='cuda:0', grad_fn=<AddBackward0>)",0.18594,0.1599,0.4203
cifar10,128,0,0.0001,78,"tensor(35.5228, device='cuda:0', grad_fn=<AddBackward0>)",0.18618,0.1603,0.4198
cifar10,128,0,0.0001,79,"tensor(35.5093, device='cuda:0', grad_fn=<AddBackward0>)",0.18646,0.1605,0.416
cifar10,128,0,0.0001,80,"tensor(35.4737, device='cuda:0', grad_fn=<AddBackward0>)",0.18644,0.1603,0.4224
cifar10,128,0,0.0001,81,"tensor(35.4840, device='cuda:0', grad_fn=<AddBackward0>)",0.18652,0.1606,0.4214
cifar10,128,0,0.0001,82,"tensor(35.4664, device='cuda:0', grad_fn=<AddBackward0>)",0.18688,0.1617,0.4208
cifar10,128,0,0.0001,83,"tensor(35.4531, device='cuda:0', grad_fn=<AddBackward0>)",0.18668,0.1616,0.4192
cifar10,128,0,0.0001,84,"tensor(35.4229, device='cuda:0', grad_fn=<AddBackward0>)",0.1865,0.1627,0.4047
cifar10,128,0,0.0001,85,"tensor(35.4265, device='cuda:0', grad_fn=<AddBackward0>)",0.18734,0.1621,0.4111
cifar10,128,0,0.0001,86,"tensor(35.3909, device='cuda:0', grad_fn=<AddBackward0>)",0.1875,0.1616,0.4242
cifar10,128,0,0.0001,87,"tensor(35.3853, device='cuda:0', grad_fn=<AddBackward0>)",0.18766,0.1617,0.4312
cifar10,128,0,0.0001,88,"tensor(35.3744, device='cuda:0', grad_fn=<AddBackward0>)",0.18782,0.1623,0.428
cifar10,128,0,0.0001,89,"tensor(35.3589, device='cuda:0', grad_fn=<AddBackward0>)",0.18778,0.1624,0.4276
cifar10,128,0,0.0001,90,"tensor(35.3379, device='cuda:0', grad_fn=<AddBackward0>)",0.18766,0.1629,0.417
cifar10,128,0,0.0001,91,"tensor(35.3309, device='cuda:0', grad_fn=<AddBackward0>)",0.18758,0.1633,0.4246
cifar10,128,0,0.0001,92,"tensor(35.3138, device='cuda:0', grad_fn=<AddBackward0>)",0.18764,0.1629,0.4179
cifar10,128,0,0.0001,93,"tensor(35.2984, device='cuda:0', grad_fn=<AddBackward0>)",0.18806,0.1632,0.4221
cifar10,128,0,0.0001,94,"tensor(35.2969, device='cuda:0', grad_fn=<AddBackward0>)",0.18788,0.1635,0.4214
cifar10,128,0,0.0001,95,"tensor(35.2653, device='cuda:0', grad_fn=<AddBackward0>)",0.188,0.1636,0.4192
cifar10,128,0,0.0001,96,"tensor(35.2523, device='cuda:0', grad_fn=<AddBackward0>)",0.18794,0.1636,0.4109
cifar10,128,0,0.0001,97,"tensor(35.2321, device='cuda:0', grad_fn=<AddBackward0>)",0.18798,0.1635,0.4243
cifar10,128,0,0.0001,98,"tensor(35.2187, device='cuda:0', grad_fn=<AddBackward0>)",0.18852,0.1641,0.4153
cifar10,128,0,0.0001,99,"tensor(35.2032, device='cuda:0', grad_fn=<AddBackward0>)",0.18798,0.1638,0.4263
