dataname,batch_size,trigger_label,learning_rate,epoch,loss,train_acc,test_ori_acc,test_tri_acc
cifar10,128,0,0.0001,30,"tensor(34.8176, device='cuda:0', grad_fn=<AddBackward0>)",0.22354,0.1288,0.7882
cifar10,128,0,0.0001,31,"tensor(34.7847, device='cuda:0', grad_fn=<AddBackward0>)",0.22378,0.1298,0.7861
cifar10,128,0,0.0001,32,"tensor(34.7579, device='cuda:0', grad_fn=<AddBackward0>)",0.22434,0.1299,0.7876
cifar10,128,0,0.0001,33,"tensor(34.7324, device='cuda:0', grad_fn=<AddBackward0>)",0.22412,0.1305,0.7881
cifar10,128,0,0.0001,34,"tensor(34.7033, device='cuda:0', grad_fn=<AddBackward0>)",0.22406,0.132,0.7846
cifar10,128,0,0.0001,35,"tensor(34.6801, device='cuda:0', grad_fn=<AddBackward0>)",0.2249,0.1325,0.7883
cifar10,128,0,0.0001,36,"tensor(34.6539, device='cuda:0', grad_fn=<AddBackward0>)",0.22498,0.1324,0.7813
cifar10,128,0,0.0001,37,"tensor(34.6309, device='cuda:0', grad_fn=<AddBackward0>)",0.22536,0.1329,0.7757
cifar10,128,0,0.0001,38,"tensor(34.6007, device='cuda:0', grad_fn=<AddBackward0>)",0.2255,0.1341,0.7719
cifar10,128,0,0.0001,39,"tensor(34.5833, device='cuda:0', grad_fn=<AddBackward0>)",0.2262,0.133,0.7852
cifar10,128,0,0.0001,40,"tensor(34.5602, device='cuda:0', grad_fn=<AddBackward0>)",0.22546,0.1357,0.7631
cifar10,128,0,0.0001,41,"tensor(34.5310, device='cuda:0', grad_fn=<AddBackward0>)",0.22714,0.1344,0.7806
cifar10,128,0,0.0001,42,"tensor(34.5158, device='cuda:0', grad_fn=<AddBackward0>)",0.22712,0.1357,0.7742
cifar10,128,0,0.0001,43,"tensor(34.5000, device='cuda:0', grad_fn=<AddBackward0>)",0.22716,0.1359,0.7793
cifar10,128,0,0.0001,44,"tensor(34.4704, device='cuda:0', grad_fn=<AddBackward0>)",0.22724,0.1362,0.7717
cifar10,128,0,0.0001,45,"tensor(34.4466, device='cuda:0', grad_fn=<AddBackward0>)",0.22748,0.138,0.7646
cifar10,128,0,0.0001,46,"tensor(34.4263, device='cuda:0', grad_fn=<AddBackward0>)",0.22762,0.1383,0.7622
cifar10,128,0,0.0001,47,"tensor(34.4066, device='cuda:0', grad_fn=<AddBackward0>)",0.22832,0.1392,0.7633
cifar10,128,0,0.0001,48,"tensor(34.3904, device='cuda:0', grad_fn=<AddBackward0>)",0.22802,0.1401,0.7574
cifar10,128,0,0.0001,49,"tensor(34.3701, device='cuda:0', grad_fn=<AddBackward0>)",0.2296,0.1395,0.7724
