dataname,batch_size,trigger_label,learning_rate,epoch,loss,train_acc,test_ori_acc,test_tri_acc
cifar10,128,0,0.0001,0,"tensor(51.6097, device='cuda:0', grad_fn=<AddBackward0>)",0.07722,0.0901,0.0
cifar10,128,0,0.0001,1,"tensor(51.4789, device='cuda:0', grad_fn=<AddBackward0>)",0.07722,0.09,0.0
cifar10,128,0,0.0001,2,"tensor(51.3459, device='cuda:0', grad_fn=<AddBackward0>)",0.07742,0.0898,0.0
cifar10,128,0,0.0001,3,"tensor(51.2115, device='cuda:0', grad_fn=<AddBackward0>)",0.07766,0.0898,0.0
cifar10,128,0,0.0001,4,"tensor(51.0728, device='cuda:0', grad_fn=<AddBackward0>)",0.07774,0.0897,0.0
cifar10,128,0,0.0001,5,"tensor(50.9292, device='cuda:0', grad_fn=<AddBackward0>)",0.0779,0.0896,0.0
cifar10,128,0,0.0001,6,"tensor(50.7797, device='cuda:0', grad_fn=<AddBackward0>)",0.07804,0.09,0.0
cifar10,128,0,0.0001,7,"tensor(50.6220, device='cuda:0', grad_fn=<AddBackward0>)",0.07802,0.0908,0.0
cifar10,128,0,0.0001,8,"tensor(50.4541, device='cuda:0', grad_fn=<AddBackward0>)",0.07806,0.0915,0.0
cifar10,128,0,0.0001,9,"tensor(50.2774, device='cuda:0', grad_fn=<AddBackward0>)",0.07844,0.092,0.0
cifar10,128,0,0.0001,10,"tensor(50.0908, device='cuda:0', grad_fn=<AddBackward0>)",0.07916,0.0922,0.0
cifar10,128,0,0.0001,11,"tensor(49.8940, device='cuda:0', grad_fn=<AddBackward0>)",0.07934,0.0929,0.0
cifar10,128,0,0.0001,12,"tensor(49.6927, device='cuda:0', grad_fn=<AddBackward0>)",0.07972,0.0939,0.0
cifar10,128,0,0.0001,13,"tensor(49.4779, device='cuda:0', grad_fn=<AddBackward0>)",0.08002,0.0954,0.0
cifar10,128,0,0.0001,14,"tensor(49.2521, device='cuda:0', grad_fn=<AddBackward0>)",0.08058,0.0968,0.0
cifar10,128,0,0.0001,15,"tensor(49.0258, device='cuda:0', grad_fn=<AddBackward0>)",0.08118,0.0968,0.0
cifar10,128,0,0.0001,16,"tensor(48.7948, device='cuda:0', grad_fn=<AddBackward0>)",0.08244,0.0981,0.0
cifar10,128,0,0.0001,17,"tensor(48.5668, device='cuda:0', grad_fn=<AddBackward0>)",0.0835,0.099,0.0
cifar10,128,0,0.0001,18,"tensor(48.3393, device='cuda:0', grad_fn=<AddBackward0>)",0.08448,0.0998,0.0
cifar10,128,0,0.0001,19,"tensor(48.1140, device='cuda:0', grad_fn=<AddBackward0>)",0.0857,0.1002,0.0
cifar10,128,0,0.0001,20,"tensor(47.8981, device='cuda:0', grad_fn=<AddBackward0>)",0.08598,0.1011,0.0
cifar10,128,0,0.0001,21,"tensor(47.6952, device='cuda:0', grad_fn=<AddBackward0>)",0.08676,0.1021,0.0
cifar10,128,0,0.0001,22,"tensor(47.5059, device='cuda:0', grad_fn=<AddBackward0>)",0.0875,0.1042,0.0
cifar10,128,0,0.0001,23,"tensor(47.3292, device='cuda:0', grad_fn=<AddBackward0>)",0.08882,0.1056,0.0
cifar10,128,0,0.0001,24,"tensor(47.1689, device='cuda:0', grad_fn=<AddBackward0>)",0.0894,0.1067,0.0
cifar10,128,0,0.0001,25,"tensor(47.0255, device='cuda:0', grad_fn=<AddBackward0>)",0.09032,0.1078,0.0
cifar10,128,0,0.0001,26,"tensor(46.8904, device='cuda:0', grad_fn=<AddBackward0>)",0.09106,0.1081,0.0
cifar10,128,0,0.0001,27,"tensor(46.7696, device='cuda:0', grad_fn=<AddBackward0>)",0.09138,0.1093,0.0
cifar10,128,0,0.0001,28,"tensor(46.6560, device='cuda:0', grad_fn=<AddBackward0>)",0.09172,0.1096,0.0
cifar10,128,0,0.0001,29,"tensor(46.5542, device='cuda:0', grad_fn=<AddBackward0>)",0.09198,0.1096,0.0
cifar10,128,0,0.0001,30,"tensor(46.4654, device='cuda:0', grad_fn=<AddBackward0>)",0.09212,0.1099,0.0
cifar10,128,0,0.0001,31,"tensor(46.3758, device='cuda:0', grad_fn=<AddBackward0>)",0.09192,0.1097,0.0
cifar10,128,0,0.0001,32,"tensor(46.2938, device='cuda:0', grad_fn=<AddBackward0>)",0.09172,0.109,0.0
cifar10,128,0,0.0001,33,"tensor(46.2146, device='cuda:0', grad_fn=<AddBackward0>)",0.0917,0.1085,0.0
cifar10,128,0,0.0001,34,"tensor(46.1402, device='cuda:0', grad_fn=<AddBackward0>)",0.09192,0.1088,0.0
cifar10,128,0,0.0001,35,"tensor(46.0735, device='cuda:0', grad_fn=<AddBackward0>)",0.09172,0.1091,0.0
cifar10,128,0,0.0001,36,"tensor(46.0013, device='cuda:0', grad_fn=<AddBackward0>)",0.09172,0.1083,0.0
cifar10,128,0,0.0001,37,"tensor(45.9338, device='cuda:0', grad_fn=<AddBackward0>)",0.0915,0.1082,0.0
cifar10,128,0,0.0001,38,"tensor(45.8663, device='cuda:0', grad_fn=<AddBackward0>)",0.09132,0.1082,0.0
cifar10,128,0,0.0001,39,"tensor(45.8031, device='cuda:0', grad_fn=<AddBackward0>)",0.09148,0.1083,0.0
cifar10,128,0,0.0001,40,"tensor(45.7385, device='cuda:0', grad_fn=<AddBackward0>)",0.09158,0.1081,0.0
cifar10,128,0,0.0001,41,"tensor(45.6759, device='cuda:0', grad_fn=<AddBackward0>)",0.09138,0.1081,0.0
cifar10,128,0,0.0001,42,"tensor(45.6129, device='cuda:0', grad_fn=<AddBackward0>)",0.09114,0.1081,0.0
cifar10,128,0,0.0001,43,"tensor(45.5500, device='cuda:0', grad_fn=<AddBackward0>)",0.09102,0.1073,0.0
cifar10,128,0,0.0001,44,"tensor(45.4934, device='cuda:0', grad_fn=<AddBackward0>)",0.0906,0.1071,0.0
cifar10,128,0,0.0001,45,"tensor(45.4283, device='cuda:0', grad_fn=<AddBackward0>)",0.09048,0.1064,0.0
cifar10,128,0,0.0001,46,"tensor(45.3708, device='cuda:0', grad_fn=<AddBackward0>)",0.09014,0.106,0.0
cifar10,128,0,0.0001,47,"tensor(45.3111, device='cuda:0', grad_fn=<AddBackward0>)",0.08966,0.1062,0.0
cifar10,128,0,0.0001,48,"tensor(45.2477, device='cuda:0', grad_fn=<AddBackward0>)",0.0896,0.1058,0.0
cifar10,128,0,0.0001,49,"tensor(45.1899, device='cuda:0', grad_fn=<AddBackward0>)",0.08954,0.1053,0.0
