dataname,batch_size,trigger_label,learning_rate,epoch,loss,train_acc,test_ori_acc,test_tri_acc
cifar10,128,0,0.0001,0,"tensor(42.7260, device='cuda:0', grad_fn=<AddBackward0>)",0.16822,0.1128,0.4905
cifar10,128,0,0.0001,1,"tensor(39.2878, device='cuda:0', grad_fn=<AddBackward0>)",0.17274,0.1185,0.4951
cifar10,128,0,0.0001,2,"tensor(38.7884, device='cuda:0', grad_fn=<AddBackward0>)",0.17524,0.1179,0.4951
cifar10,128,0,0.0001,3,"tensor(38.4040, device='cuda:0', grad_fn=<AddBackward0>)",0.1751,0.1188,0.4848
cifar10,128,0,0.0001,4,"tensor(37.9810, device='cuda:0', grad_fn=<AddBackward0>)",0.17068,0.1217,0.4553
cifar10,128,0,0.0001,5,"tensor(37.4571, device='cuda:0', grad_fn=<AddBackward0>)",0.16994,0.1249,0.4394
cifar10,128,0,0.0001,6,"tensor(37.0987, device='cuda:0', grad_fn=<AddBackward0>)",0.17264,0.126,0.4406
cifar10,128,0,0.0001,7,"tensor(36.9452, device='cuda:0', grad_fn=<AddBackward0>)",0.1707,0.1293,0.4243
cifar10,128,0,0.0001,8,"tensor(36.8058, device='cuda:0', grad_fn=<AddBackward0>)",0.1699,0.1289,0.4183
cifar10,128,0,0.0001,9,"tensor(36.6313, device='cuda:0', grad_fn=<AddBackward0>)",0.17594,0.1277,0.453
cifar10,128,0,0.0001,10,"tensor(36.3817, device='cuda:0', grad_fn=<AddBackward0>)",0.17768,0.1296,0.454
cifar10,128,0,0.0001,11,"tensor(36.0766, device='cuda:0', grad_fn=<AddBackward0>)",0.18246,0.1335,0.4644
cifar10,128,0,0.0001,12,"tensor(35.9141, device='cuda:0', grad_fn=<AddBackward0>)",0.18578,0.1343,0.4814
cifar10,128,0,0.0001,13,"tensor(35.8433, device='cuda:0', grad_fn=<AddBackward0>)",0.18972,0.1357,0.5048
cifar10,128,0,0.0001,14,"tensor(35.7835, device='cuda:0', grad_fn=<AddBackward0>)",0.19296,0.1364,0.5225
cifar10,128,0,0.0001,15,"tensor(35.7337, device='cuda:0', grad_fn=<AddBackward0>)",0.1927,0.1378,0.5145
cifar10,128,0,0.0001,16,"tensor(35.6939, device='cuda:0', grad_fn=<AddBackward0>)",0.19402,0.1395,0.518
cifar10,128,0,0.0001,17,"tensor(35.6370, device='cuda:0', grad_fn=<AddBackward0>)",0.19688,0.1365,0.5411
cifar10,128,0,0.0001,18,"tensor(35.6135, device='cuda:0', grad_fn=<AddBackward0>)",0.19698,0.1379,0.5346
cifar10,128,0,0.0001,19,"tensor(35.5666, device='cuda:0', grad_fn=<AddBackward0>)",0.19794,0.1383,0.5385
cifar10,128,0,0.0001,20,"tensor(35.5327, device='cuda:0', grad_fn=<AddBackward0>)",0.19812,0.1398,0.531
